OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
1029,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1029,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.825135154,153.260042593
1030,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1030,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8248853109999,153.260092562
1031,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1031,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8246211909999,153.260149669
1032,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1032,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.824349932,153.260192499
1033,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1033,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8240358429999,153.260249606
1034,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1034,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.823686063,153.260385235
1035,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1035,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8233862509999,153.260392374
1036,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1036,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.823072162,153.260406651
1037,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1037,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.823207791,153.258222305
1038,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1038,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8232648979999,153.258614916
1039,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1039,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8232648979999,153.258929005
1040,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1040,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.823471911,153.259485799
1041,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1041,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.823835969,153.259385862
1042,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1042,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.824235718,153.259271648
1043,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1043,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.824578361,153.259221679
1044,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1044,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8249210029999,153.259178849
1045,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1045,Lismore,Operational,LSY,,Lismore,New South Wales,4,20121001,,-28.8247568199999,153.258029569
1046,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1046,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.43934422,144.271204044
1047,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1047,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.4391284829999,144.274671712
1048,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1048,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.439493333,144.274392522
1049,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1049,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.43939181,144.274113331
1050,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1050,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.4394013269999,144.273907112
1051,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1051,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.4393600829999,144.273580332
1052,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1052,Longreach,Operational,LRE,,Longreach,Queensland,4,20121001,,-23.4393822919999,144.27323769
1053,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1053,Merimbula,Operational,MIM,,Merimbula,New South Wales,4,20121001,,-36.9084422179999,149.902585149
1054,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1054,Merimbula,Operational,MIM,,Merimbula,New South Wales,4,20121001,,-36.9091263129999,149.902507816
1055,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1055,Merimbula,Operational,MIM,,Merimbula,New South Wales,4,20121001,,-36.910345787,149.901538186
1056,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1056,Merimbula,Operational,MIM,,Merimbula,New South Wales,4,20121001,,-36.910916858,149.901026602
1057,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1057,Merimbula,Operational,MIM,,Merimbula,New South Wales,4,20121001,,-36.911255931,149.900949269
1058,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1058,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.494024265,149.85078258
1059,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1059,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.494095649,149.85100268
1060,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1060,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.4953508139999,149.850336431
1061,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1061,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.49558876,149.850265047
1062,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1062,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.495838604,149.85016392
1063,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1063,Moree,Operational,MRZ,,Moree,New South Wales,4,20121001,,-29.4948927679999,149.844709005
1064,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1064,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.9041947339999,150.141520337
1065,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1065,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.90544431,150.139106107
1066,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1066,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.905310861,150.139324479
1067,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1067,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.905201674,150.139494325
1068,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1068,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.904959038,150.139858279
1069,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1069,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.905165279,150.139979597
1070,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1070,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.904716402,150.140343552
1071,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1071,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.9045950839999,150.140586188
1072,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1072,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.9044131059999,150.140828824
1073,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1073,Moruya,Operational,MYA,,Moruya,New South Wales,4,20121001,,-35.904291788,150.141301965
1074,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1074,Mount Hotham,Operational,MHU,,Mount Hotham,Victoria,4,20121001,,-37.0514891359999,147.337664248
1075,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1075,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.564145346,149.616100499
1076,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1076,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.5642548019999,149.616728677
1077,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1077,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.5641263109999,149.616309891
1078,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1078,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.5629984459999,149.616600186
1079,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1079,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.5628414019999,149.616614462
1080,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1080,Mudgee,Operational,DGE,,Mudgee,New South Wales,4,20121001,,-32.562565384,149.616747712
1081,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1081,Narrabri,Operational,NAA,,Narrabri,New South Wales,4,20121001,,-30.317055398,149.829273376
1082,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1082,Narrabri,Operational,NAA,,Narrabri,New South Wales,4,20121001,,-30.318179217,149.828962632
1083,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1083,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.507863422,137.718766833
1084,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1084,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.508076354,137.718859103
1085,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1085,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.508300316,137.71884626
1086,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1086,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.509686352,137.71897713
1087,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1087,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.5093651249999,137.718810568
1088,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1088,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.5095316869999,137.718893849
1089,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1089,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.5089308729999,137.7177874
1090,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1090,Port Augusta,Operational,PUG,,Port Augusta,South Australia,4,20121001,,-32.5090795899999,137.717840938
